index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time,Speaker_1,Time_1
371,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9619,"- I object.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[11]/interjection[5]/talk.start/para","N/A","N/A","N/A","N/A"
372,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9619,"- 1° would ask the acting leader of the Opposition to withdraw his objection. If we insert the proposal at the point proposed by the honorable member for Oxley, it will not have the full effect intended. We shall be able to deal with the matter better when the amendment, which he proposes to bring before us is moved, and in regard to which I shall be glad to give him my assistance in specifying more particularly what he requires.Sir WILLIAMMCMILLAN (Wentworth). - The Minister will not give the committee the slightest indication of his own intention in regard to this matter. Surely he might say that he is favorably inclined to the amendment,-so that we may have some hope of avoiding a repetition of the debate ? If the right honorable gentleman will give us some slight indication of his intention, it will be sufficient. We know from past experience that common sense and logic does gradually trickle into his intellect, and by the time we come to the end of the Tariff, we may .find that he possesses some wisdom.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[11]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
373,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9619,"- I am sorry to say that I have not yet observed any indications of the trickling in the honorable members case. The reason why I suggest that we should allow this matter to stand over for the present is that we shall be able to deal with it much better later on. Honorable members must see that in view of the question of practice, to which the honorable member in charge of the amendment has agreed, I am only asking what will be the best for all parties.Mr. BRUCESMITH (Parkes). - I should be the last to offer any objection to the course suggested by the Minister if he could only show us that it was a wise course. It seems to me that there are two objections to that course, which are almost insuperable. First of all, we have had a debate upon this matter extending over two hours. The chances are that when the question is brought on again the committee will be constituted differently; the whole thing will be gone over de novo; we shall probably have another two hours discussion, and then be no nearer a decision than we are now. My second objection is this : It has been said by the honorable member for Richmond, with a strange process of reasoning which I cannot understand, that if the committee frees this particular class of goods from duty, everybody who uses them will come under the category of mendicants. The honorable member is in a sort of logical cul desac, for by the same law of reasoning his contention is that miners and printers using machinery which has been exempted are mendicants. We are not proposing to exempt any class of people. We say simply that the class of people to which reference has been made happen to use this commodity, and that we should free this commodity just as we free printers machinery, or machinery used by any other class. The Minister representing the Government on this occasion proposes that the matter shall stand over in order that some other kind of step may be taken by which the particular class of people involved - not the particular class of commodity - shall have some kind of concession extended to them. That would, in my opinion, and, I think, in the opinion of the committee, bring the whole of this class of people within the category which the honorable member for Richmond has seen fit to-night to name, because there will not be a mere attempt to exempt this machinery from duty, which would place the people using it in the category of printers and other manufacturers-","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[11]/continue[6]/talk.start/para","N/A","N/A","N/A","N/A"
374,0,0,1,0,0,0,0,1,"MCEACHARN, Malcolm","KQU","N/A","N/A","N/A",9620,"- Printers machinery is being dealt with in this particular class.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[11]/interjection[6]/talk.start/para","N/A","N/A","N/A","N/A"
375,0,0,0,1,0,0,0,1,"SMITH, Arthur","KTT","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9620,"- Then I will take any particular manufacture or machinery which has been exempted. The honorable member who has moved this amendment would be perfectly content to insert the word metal so as to free all metal goods.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[11]/continue[7]/talk.start/para","N/A","N/A","N/A","N/A"
376,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9620,"- The honorable member wants also to do other things.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[11]/interjection[7]/talk.start/para","N/A","N/A","N/A","N/A"
377,0,0,0,1,0,0,0,1,"SMITH, Arthur","KTT","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9620,"- The course suggested by the Minister would not enable him to do so. It would treat the people as a class, and treat the goods they use in a certain way, not because of the goods themselves, but because of the class that uses them. It would involve a repetition of the whole of this discussion. I would be the last to stand in the way of the adoption of any course suggested by the Minister, but I ,do not think he has given any reason to support his contention. Therefore, although it may seem very unamiable on my part to do so, I shall support the amendment at this stage.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[11]/continue[8]/talk.start/para","N/A","N/A","N/A","N/A"
378,0,0,0,1,0,0,0,1,"QUICK, John","KYJ","Bendigo","N/A","N/A",9620,"- I hope that the Opposition will not object to the amendment being postponed, because in its present form it is too wide and general.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/talk.start/para","N/A","N/A","N/A","N/A"
379,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9620,"- It is also too limited.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
380,0,0,0,1,0,0,0,1,"QUICK, John","KYJ","N/A","N/A","N/A",9620,"- I am anxious to vote for the exemption of fire brigade appliances so far as they cannot be made within the Commonwealth, but this proposal is couched in such wide and sweeping terms that it applies- not only to metal and woodwork-","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
381,0,0,1,0,0,0,0,1,"MAUGER, Samuel","KNJ","N/A","N/A","N/A",9620,"- It applies to harness work among other things.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
382,0,0,0,1,0,0,0,1,"QUICK, John","KYJ","N/A","N/A","N/A",9620,"- It applies not to any particular kind of plant, but to everything. It is a sort of drag-net. In view of the fact that the mover of the amendment desires to reconsider it and to place it in a proper form, so that it may be decided by the committee, it is not fair for the Opposition to object to its withdrawal. They should allow the matter to be debated, and decidedOn its merits. I think that the Minister for Trade and Customs has offered very fairly to consider the whole question, particularly in reference to the problem as to how far some of the fire brigades in Australia may be regarded as State institutions. To the extent that they are State institutions the plant and appliances required by them may be exempt. For instance, in Victoria there is a Metropolitan Brigades Board and a Country Fire Brigades Board, organized by Act of Parliament.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
383,0,0,1,0,0,0,0,1,"SMITH, Arthur","KTT","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9621,"- That would not interfere with this proposal. It would simply mean double banking.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
384,0,0,0,1,0,0,0,1,"QUICK, John","KYJ","N/A","N/A","N/A",9621,"- It shows that the Minister requires to consider this proposal in order that there may be a uniform law applicable to the whole of Australia. If it turns out that according to law the Fire Brigade department of Victoria is a State institution, then that department will be entitled to have all its fire brigade plant and appliances admitted free of duty. In that case everything ought to be free. If the Victorian fire brigades are to have their appliances admitted free, the whole of the fire brigades throughout Australia should be placed in the same position. It is only fair that time should be given to further consider the matter. The Minister has offered every facility for its further consideration in order that a matured plan of dealing with it may be proposed. I hope the Opposition will not take advantage of existing circumstances to force the matter to a division, because such a course would place myself and other honorable members in an unfair position. I am sure honorable members opposite have no desire to do that, and they must see that the amendment, as it stands, is too vague for decision.Sir WILLIAMMCMILLAN , (Wentworth). - I think I see an easy way out of the difficulty. If we pass the amendment now, exempting all metal appliances, it will be perfectly easy for the Minister for Trade and Customs, when we come to the more general division, to exempt all fire brigade appliances that have not been previously exempted. It is clear, from the debate, that it is the desire of the committee that fire brigade appliances should be exempted, and if we pass this amendment now, it will be a direction to the Minister to carry it further by exempting, at a later stage, all appliances that are not covered by it.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
385,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9621,"- The honorable member for Oxley has moved his amendment in a certain way. He desires to free till fire brigade plant and appliances. I point out in the first place that he will not do it by carrying the amendment at this stage, and I point out also that it is rather vaguely worded in not indicating precisely what the honorable member wants. Under the circumstances I propose that if he will not move it now, I will assist him to frame it in a way which will give effect to what is desired once and for all.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/continue[4]/talk.start/para","N/A","N/A","N/A","N/A"
386,0,0,1,0,0,0,0,1,"WILKS, William","L17","N/A","N/A","N/A",9621,"- But will the right honorable gentleman support it ?","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
387,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9621,"- I cannot promise to do that, but I am not altogether blind to what is the sense of the committee. I need say nothing more upon the subject at present, and honorable members must see that it is not fair to the honorable member for Oxley to allow him to withdraw his amendment.Mr. BRUCESMITH (Parkes). - I have no particular reason for championing this, proposal, but it seems to me that an attempt is being made to induce us to adopt a certain course without reasons being given. The Minister for Trade and Customs confirms me in the opinion that if the amendment is carried in its present form, it will extend only to appliances coming under the head of metals, and will not be as general as the honorable member desires.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
388,0,0,1,0,0,0,0,1,"MCEACHARN, Malcolm","KQU","N/A","N/A","N/A",9621,"- Would the honorable and learned member have it apply to stables fittings ? I would not.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[12]/interjection[5]/talk.start/para","N/A","N/A","N/A","N/A"
389,0,0,0,1,0,0,0,1,"SMITH, Arthur","KTT","Parkes","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9621,"- Yes.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[13]/talk.start/para","N/A","N/A","N/A","N/A"
390,0,0,1,0,0,0,0,1,"WILKS, William","L17","N/A","N/A","N/A",9621,"- It should apply to couplings and hydrants.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[13]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
391,0,0,1,0,0,0,0,1,"MAUGER, Samuel","KNJ","N/A","N/A","N/A",9621,"- Branches and hydrants are made here. What consummate rot !","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[13]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
392,0,0,0,1,0,0,0,1,"SMITH, Arthur","KTT","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9621,"- Whether it be rot or note","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[13]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
393,0,0,1,0,0,0,0,1,"MAUGER, Samuel","KNJ","N/A","N/A","N/A",9621,"- I was not alluding to. what the honorable and learned membersaid.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[13]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
394,0,0,0,1,0,0,0,1,"SMITH, Arthur","KTT","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9621,"- The honorable member was not alluding to what I was. saying, but he was alluding to the question I am discussing, and such expressions are neither logic nor criticism. The honorable member for Bendigo has raised the point that the question will arise hereafter of whether importations by the States should not be free from duty, and whether, seeing that they are so largely interested in these fire engines and appliances, they would nob be identical with State importations. Even if that were so, it need not interfere with what we are proposing to do now. The constitutional principle, if interpreted in the way suggested by-and-by, cannot alter our course, though it may double-bank what we are proposing to do, because, in addition to our making these appliances free, the constitutional principle may also have the effect of making them free. I do not think the Minister has given any good reason why we should postpone a decision upon this matter. If it is brought forward again there will be another lengthy discussion upon it.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[13]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
395,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9622,"- If we pass it as it is now, there will have to be another amendment upon it.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[13]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
396,0,0,0,1,0,0,0,1,"SMITH, Arthur","KTT","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9622,"- No ; this amendment, if carried, will free all fire brigade plant and appliances which come under the head of  metals, and then it will remain for the Government to give effect to the wishes of the committee, and see whether it would not be better to treat the rest of the appliances used by fire brigades in the same way.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[13]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
397,0,0,0,1,0,0,0,1,"SAWERS, William","KPX","New England","N/A","N/A",9622,"- The honorable member for Oxley has moved that all fire brigade plant and appliances should be placed on the free list. The Minister for Trade and Customs has pointed out that the amendment, if carried at this stage, would cover only appliances coming under the head of  metals. The honorable member who moved the amendment having consented to the proposal- of the Government that its consideration should be postponed, it appears to me to be extraordinary that the Opposition, in refusing to allow the amendment to be withdrawn, should attempt to take the conduct of business out of the hands of the Government. Do honorable members of the Opposition desire to snatch a victory, or to put members like myself in a false position on this question ? So far as I am concerned, I decline to be put in a false position. I hope we shall be given a fair opportunity of discussing the matter when we come to deal with the miscellaneous division of the Tariff. Honorable members will find in that division such articles as are specially designed and imported for the use of the blind, deaf, and dumb, and so forth, and that is the proper place for dealing with this proposal, to place appliances used by fire brigades on the free list. I think it is unconstitutional for the Opposition to attempt to dictate to the committee in this way.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[14]/talk.start/para","N/A","N/A","N/A","N/A"
398,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9622,"- Does not the honorable member see that some one else might have moved this amendment, and he might not have been willing to withdraw it?Mi-. SAWERS. - Is it not a constitutional principle that the Government should conduct the business of the House ? I think it is, and I am not going to be dragged at the heels of the Opposition in this matter. I shall vote with the Government on the question, with the clear understanding that when the matter comes to be discussed later on, I shall do what I can to secure the free admission of fire brigade plant and appliances.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[14]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
399,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9622,"- Why not get the Minister to promise that ?","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[14]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
400,0,0,0,1,0,0,0,1,"SAWERS, William","KPX","N/A","N/A","N/A",9622,"- The Minister has promised to give the committee an opportunity of discussing the whole question. As the honorable member for Wentworth knows, Ministers should be the judges as to when matters should be discussed. I shall assist the Government to conduct the business of the House, and when they can no longer do it, the Opposition may take their place.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[14]/continue/talk.start/para","N/A","N/A","N/A","N/A"
401,0,0,0,1,0,0,0,1,"PATERSON, Alexander","KXS","Capricornia","N/A","N/A",9622,"- I have a desire to help the Government and the committee to avoid any more waste of time than is necessary. This is not a very big question, and, if we are going to debate each item in this way,, a year will expire before we have finished with the Tariff. We have already decided that fire-engines and extinguishers shall be admitted free, and there are only a few other items which it is proposed to exempt. I have been in communication with some of the fire brigades in the north, and I think it would suit them if we limited the effect of the amendment, which is at present too sweeping, because fire brigade appliances may be taken to include the harness used on their horses. All the fire brigades desire is that in addition to fire-engines and extinguishers, hose couplings, hydrants, and reels should be admitted free, and I do not see why we should not settle that to-night.Mr. WILKS(Dalley).- The honorable member for New England seemed to be very much concerned because a victory might be snatched by the Opposition. Surely we are not here merely to consider whether the Opposition are to obtain a victory or not? The honorable member was not quite so keen about consulting the Government in connexion with the duty on salt or the duty on barbed wire.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/talk.start/para","N/A","N/A","N/A","N/A"
402,0,0,0,1,0,0,0,1,"CHAIRMAN, The",10000,"N/A","N/A","N/A",9622,"- I would remind the honorable member that those matters are not now under discussion.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
403,0,0,0,1,0,0,0,1,"WILKS, William","L17","N/A","N/A","N/A",9623,"- I do not wish to press the point, but it is well to draw the attention of the committee to the fact that an honorable member may on one occasion be annoyed that the conduct of business should be taken out of the hands of the Government, while on another occasion he may not be willing to study them so closely. The Opposition in fighting for their principles do not desire to snatch a victory, but at all times they desire to get a victory. The amendment is now the property of the committee, and not of the Government ; and if there is any insult at all it is to the honorable member for Oxley who has asked us to allow him to withdraw it. I am sure the honorable member is not so thin-skinned as to object to those who have consistently voted to have articles placed upon the free list preventing the withdrawal of this amendment. The tone of the committee may be gathered from an interjection, and when I interjected that this would cover hydrants and couplings there was a retort from the honorable member for Melbourne Ports that it was  consummate rot.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
404,0,0,0,1,0,0,0,1,"CHAIRMAN, The",10000,"N/A","N/A","N/A",9623,"- -The honorable member for Melbourne Ports did not say that in debate. If so I did not hear him.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
405,0,0,0,1,0,0,0,1,"WILKS, William","L17","N/A","N/A","N/A",9623,"- Other honorable members of the committee do not suffer from physical defects if the Chairman does, and there must be many in the Chamber who heard the honorable member for Melbourne Ports as well as myself.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[4]/talk.start/para","N/A","N/A","N/A","N/A"
406,0,0,0,1,0,0,0,1,"CHAIRMAN, The",10000,"N/A","N/A","N/A",9623,"- I shall not allow the honorable member for Dalley, or any other honorable member, to reflect upon the Chairman. I ask him not to repeat that again.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
407,0,0,0,1,0,0,0,1,"WILKS, William","L17","N/A","N/A","N/A",9623,"- The Chairman may exercise a certain power, but he cannot exercise the power of suppressing freedom of speech, and he should not prevent me from replying to a retort used against me during the","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[6]/talk.start/para","N/A","N/A","N/A","N/A"
408,0,0,0,1,0,0,0,1,"CHAIRMAN, The",10000,"N/A","N/A","N/A",9623,"- The remark to which the honorable member wishes to reply was made in the course of what was really a disorderly conversation between himself and the honorable member for Melbourne Ports when another honorable member was speaking.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[7]/talk.start/para","N/A","N/A","N/A","N/A"
409,0,0,0,1,0,0,0,1,"WILKS, William","L17","N/A","N/A","N/A",9623,"- -We have not been told by those who oppose the exemption whether they wish to impose a revenue or a protective duty upon fire appliances. Are we to understand that the fire brigades of the Commonwealth are to be taxed to support the firm of John Danks and Co., who make hydrants and couplings ? I look upon that firm with pride and esteem, but it is too much to ask that they be supported at the expense of the fire brigades, and there will in any case be a good demand for their manufactures on the part of the ordinary community. Why not insert the word metal  after the word  all, and agree to the amendment ?","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[8]/talk.start/para","N/A","N/A","N/A","N/A"
410,0,0,1,0,0,0,0,1,"SAWERS, William","KPX","N/A","N/A","N/A",9623,"- The presence of the word  metal  is implied, inasmuch as we are dealing with a division of the Tariff which relates solely to metals and manufactures of metals.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
411,0,0,0,1,0,0,0,1,"WILKS, William","L17","N/A","N/A","N/A",9623,"- I see no reason why we should not dispose of this question now, when we can deal with it in the full light which has been produced by long discussion. To postpone a determination upon it would be to waste time.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[15]/continue[9]/talk.start/para","N/A","N/A","N/A","N/A"
412,0,0,0,1,0,0,0,1,"SALMON, Charles","L0K","Laanecoorie","N/A","N/A",9623,"- When an honorable member who has moved an amendment finds upon reflection that it does not adequately express what he desires to express, or will not effect his purpose, and intimates that he wishes to withdraw it, there is usually no objection to its withdrawal, though other honorable members are quite within their rights in objecting to its withdrawal, and if only one member objects, that is sufficient to prevent it from being withdrawn. But when under such circumstances a withdrawal has been objected to, I have frequently seen the mover of the amendment vote against it, in order that he may have an opportunity at a later stage to perfect his proposal, and make it effective for his purposes. I am sure that if the honorable member for Oxley does that, honorable members will recognise his right to vote as his judgment leads him to think proper. To my mind, it is unworthy of us as a deliberative assembly that any honorable member should allude to the fact that the putting of the amendment at some future time may alter the determination of the committee, because certain honorable members may be away. Although, perhaps, we have not done our work so expeditiously as we might have done it-","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[16]/talk.start/para","N/A","N/A","N/A","N/A"
413,0,0,1,0,0,0,0,1,"WILKS, William","L17","N/A","N/A","N/A",9623,"- We have dealt with 500 items this afternoon.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[16]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
414,0,0,0,1,0,0,0,1,"SALMON, Charles","L0K","N/A","N/A","N/A",9623,"- The honorable member is not always anxious to conserve the public time. I shall vote with the Government, because I consider their offer a reasonable one, and one which can be honestly accepted by those who feel as the honorable members for Oxley and New England do about this matter.","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[16]/continue/talk.start/para","N/A","N/A","N/A","N/A"
415,0,0,0,1,0,0,0,1,"OMALLEY, King","K5D","Tasmania","N/A","N/A",9624,"- I urge the Opposition to accept the offer of the Government. I do not desire to vote against them, but if they press the matter to a vote tonight I shall have to vote against them, as I have not had time to look fully into it. Let me urge upon them to cultivate the wisdom of experience as well as the wisdom of hope. Some time age I asked them to accept a duty of 15 per cent, upon mining machinery, but they refused, and the duty is now 20 per cent. The same fate may await them to-night.Mr. R.EDWARDS (Oxley).- I am entirely in the hands of the committee, and if the amendment goes to a division I shall vote for it, because I think that the appliances used by fire brigades should be admitted free of duty.Question - That the following exemption be added : -  All fire brigade plant and appliances  - put. The committee divided -","Noes ... ... ... 23","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[13]/speech[17]/talk.start/para","N/A","N/A","N/A","N/A"
416,0,0,0,1,0,0,0,1,"FULLER, George","JZF","Illawarra","N/A","N/A",9624,"- I rise to ask the committee to place on the free-list  steam coke rams. When we were discussing the item of mining machinery I read a letter from the Federal Coke Company, which uses this particular machine in its operations in the Illawarra district. Through the courtesy of the Minister I have had an opportunity of seeing a report on the subject from his officers, and I understand from him that he is prepared to allow these rams to be placed on the free list.","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[1]/talk.start/para","N/A","N/A","N/A","N/A"
417,0,0,1,0,0,0,0,1,"MCEACHARN, Malcolm","KQU","N/A","N/A","N/A",9624,"- Hydraulic rams are used in the Illawarra district.","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[1]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
418,0,0,0,1,0,0,0,1,"FULLER, George","JZF","N/A","N/A","N/A",9624,"- I have no knowledge of hydraulic rams being used.","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[1]/continue/talk.start/para","N/A","N/A","N/A","N/A"
419,0,0,0,1,0,0,0,1,"MCEACHARN, Malcolm","KQU","Melbourne","N/A","N/A",9624,"- I suggest that hydraulic and steam rams should be made duty free. I happen to have visited the Illawarra district, and the rams I saw there were hydraulic ones. A great mistake will be made if the exemption is limited to steam rams. It will really do away with the advantage which the honorable and learned member is seeking to gain. I believe that these rams cannot be manufactured here, and I ask the Minister to let them all come in free.","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[2]/talk.start/para","N/A","N/A","N/A","N/A"
420,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","Parramatta","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9624,"- I entirely concur in the remarks of the honorable member for Melbourne. Both hydraulic and steam power are used in connexion with these rams for pushing the coke out of the oven. I believe that in some cases steam power is used. I have not seen a steam ram.","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[3]/talk.start/para","N/A","N/A","N/A","N/A"
421,0,0,1,0,0,0,0,1,"WATKINS, David","KX9","N/A","N/A","N/A",9624,"- They are chiefly hydraulic.","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[3]/interjection/talk.start/para","N/A","N/A","N/A","N/A"
422,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","Protectionist","N/A",9624,"- The honorable and learned member for Illawarra was good enough to call my attention to this matter, and I had some elaborate inquiries made, with the result that I found that a steam coke ram is an entirely new machine, of a very elaborate character. I am absolutely satisfied, from the report of the officer, that it cannot be manufactured here, and so I am willing to admit it free. I have no information as to hydraulic rams, except that which honorable members have just been good enough to give. Am I to understand from the personal assurances of honorable members that hydraulic rams are not made in the country?","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[4]/talk.start/para","N/A","N/A","N/A","N/A"
423,0,0,1,0,0,0,0,1,"WATKINS, David","KX9","N/A","N/A","N/A",9625,"- Yes. The ram is practically the same in each case.","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[4]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
424,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9625,"- I am content.Mr. FULLER(Illawarra). - I understand from the honorable member for Kooyong that there are hydraulic rams in use in the district I represent. I was not aware of the fact before. I am told that all these rams are imported. I move -That the following exemptions be added: -  Steam or hydraulic coke rams or pushers.","Majority ... ... ... 3","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[16]/speech[4]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
